,10_game_avg,50_game_avg,ha,result,streak
2014-03-01Mississippi,0.0,0.0,0.0,-1.0,2.0
2014-03-01Missouri,-0.4,-0.12,1.0,1.0,-3.0
2014-03-01Missouri_St,0.4,0.2,0.0,-1.0,3.0
2014-03-01Montana,0.0,-0.04,1.0,1.0,-1.0
2014-03-01Morehead_St,-0.4,-0.24,1.0,-1.0,-3.0
2014-03-01Murray_St,0.6,0.08,0.0,-1.0,3.0
2014-03-01NC-Grnsboro,-0.2,-0.2,0.0,1.0,-1.0
2014-03-01NC_State,0.4,0.04,1.0,-1.0,2.0
2014-03-01N_Arizona,-0.6,-0.12,0.0,1.0,1.0
2014-03-01N_Carolina,0.8,0.2,0.0,-1.0,-1.0
2014-03-01N_Colorado,-0.6,-0.12,1.0,-1.0,-2.0
2014-03-01N_Dakota_St,0.0,0.04,1.0,-1.0,3.0
2014-03-01N_Illinois,0.6,0.08,0.0,1.0,4.0
2014-03-01N_Iowa,0.0,-0.04,0.0,1.0,2.0
2014-03-01Neb_Omaha,0.0,0.09090909090909091,1.0,-1.0,1.0
2014-03-01Nebraska,0.6,0.16,1.0,-1.0,-1.0
2014-03-01North_Dakota,0.2,0.0,1.0,-1.0,2.0
2014-03-01Northeastrn,-0.4,-0.16,1.0,1.0,-2.0
2014-03-01Northwestern,-0.2,-0.24,0.0,1.0,-5.0
2014-03-01Notre_Dame,-0.4,-0.2,1.0,-1.0,-3.0
2014-03-01Oakland,-0.6,-0.2,0.0,1.0,-1.0
2014-03-01Ohio,-0.2,-0.08,1.0,-1.0,-1.0
2014-03-01Oklahoma,0.4,0.24,1.0,1.0,3.0
2014-03-01Oklahoma_St,-0.6,-0.12,1.0,1.0,2.0
2014-03-01Oregon,0.2,0.04,0.0,1.0,2.0
2014-03-01Pacific,0.2,0.08,1.0,-1.0,-1.0
2014-03-01Pepperdine,0.2,0.28,1.0,-1.0,-1.0
2014-03-01Pittsburgh,-0.6,-0.2,0.0,1.0,-7.0
2014-03-01Portland,0.2,0.04,0.0,1.0,1.0
2014-03-01Portland_St,0.2,-0.08,0.0,1.0,-1.0
2014-03-01Princeton,-0.2,0.08,1.0,-1.0,1.0
2014-03-01Rhode_Island,0.2,0.08,1.0,1.0,3.0
2014-03-01Rice,0.0,-0.08,0.0,-1.0,1.0
2014-03-01Richmond,0.2,-0.12,0.0,-1.0,-1.0
2014-03-01Rutgers,-0.2,-0.04,1.0,-1.0,2.0
2014-03-01SE_Missouri,-0.2,-0.12,1.0,1.0,-2.0
2014-03-01SIU_Edward,0.4,0.04,1.0,-1.0,-2.0
2014-03-01S_Carolina,0.0,-0.12,1.0,1.0,-2.0
2014-03-01S_Dakota_St,0.4,0.04,1.0,1.0,1.0
2014-03-01S_Florida,0.0,-0.2,0.0,1.0,1.0
2014-03-01S_Illinois,0.4,0.04,1.0,-1.0,-1.0
2014-03-01S_Methodist,0.4,0.08,1.0,1.0,1.0
2014-03-01S_Utah,0.0,-0.04,0.0,-1.0,1.0
2014-03-01Sac_State,0.6,-0.12,0.0,-1.0,-1.0
2014-03-01Saint_Louis,-0.4,0.16,0.0,-1.0,-5.0
2014-03-01Samford,-0.2,0.08,1.0,1.0,-4.0
2014-03-01San_Diego,0.0,0.16,1.0,-1.0,1.0
2014-03-01San_Diego_St,0.2,0.08,0.0,1.0,1.0
2014-03-01San_Fransco,0.4,0.24,0.0,-1.0,1.0
2014-03-01San_Jose_St,-0.6,-0.2,1.0,-1.0,-1.0
2014-03-01Santa_Clara,-0.2,-0.16,0.0,1.0,-2.0
2014-03-01South_Dakota,0.0,0.12,0.0,-1.0,-1.0
2014-03-01St_Bonavent,-0.2,0.04,1.0,-1.0,-3.0
2014-03-01St_Josephs,0.2,-0.04,0.0,1.0,2.0
2014-03-01St_Marys,-0.2,-0.08,1.0,-1.0,-1.0
2014-03-01Syracuse,0.0,0.08,0.0,-1.0,-3.0
2014-03-01TN_Martin,-0.2,-0.24,1.0,-1.0,-1.0
2014-03-01TN_State,0.2,0.16,0.0,1.0,3.0
2014-03-01TN_Tech,0.2,-0.08,0.0,1.0,3.0
2014-03-01TX-Arlington,0.2,0.04,1.0,1.0,-1.0
2014-03-01TX_Christian,0.2,-0.2,0.0,-1.0,-1.0
2014-03-01Temple,0.0,-0.04,1.0,-1.0,2.0
2014-03-01Tennessee,-0.2,0.08,1.0,1.0,-2.0
2014-03-01Texas,0.0,0.08,0.0,-1.0,1.0
2014-03-01Texas_A&M,0.0,0.0,1.0,1.0,-1.0
2014-03-01Texas_State,0.2,-0.04,1.0,-1.0,2.0
2014-03-01Texas_Tech,0.2,0.0,0.0,-1.0,-2.0
2014-03-01Toledo,-0.6,0.04,1.0,1.0,-4.0
2014-03-01Towson,0.6,0.28,1.0,-1.0,5.0
2014-03-01Troy,-0.2,0.16,0.0,1.0,-3.0
2014-03-01UCSB,0.0,0.0,0.0,1.0,-1.0
2014-03-01UC_Davis,0.2,-0.16,1.0,-1.0,2.0
2014-03-01UC_Irvine,-0.2,0.0,1.0,-1.0,1.0
2014-03-01UC_Riverside,0.2,-0.04,1.0,-1.0,2.0
2014-03-01UNLV,0.2,-0.04,0.0,1.0,2.0
2014-03-01USC,-0.2,-0.24,1.0,-1.0,-1.0
2014-03-01U_Mass,0.2,0.12,0.0,-1.0,-1.0
2014-03-01U_Penn,-0.6,-0.16,1.0,-1.0,-1.0
2014-03-01Utah,0.2,0.4,1.0,1.0,1.0
2014-03-01Utah_State,-0.2,0.04,0.0,1.0,1.0
2014-03-01VA_Tech,-0.2,-0.12,1.0,1.0,1.0
2014-03-01VCU,0.4,-0.12,1.0,1.0,1.0
2014-03-01Valparaiso,-0.2,0.08,1.0,-1.0,-3.0
2014-03-01Vanderbilt,0.2,0.24,0.0,-1.0,3.0
2014-03-01Virginia,0.4,0.16,1.0,1.0,2.0
2014-03-01WI-Grn_Bay,0.0,0.12,0.0,1.0,4.0
2014-03-01W_Carolina,-0.2,-0.12,0.0,-1.0,-1.0
2014-03-01W_Illinois,-0.2,0.0,1.0,-1.0,-2.0
2014-03-01W_Kentucky,-0.4,-0.16,0.0,-1.0,-1.0
2014-03-01W_Michigan,0.4,0.08,0.0,-1.0,7.0
2014-03-01W_Virginia,0.0,-0.2,1.0,1.0,-3.0
2014-03-01Wake_Forest,-0.4,0.0,1.0,-1.0,1.0
2014-03-01Weber_State,0.2,0.12,1.0,-1.0,2.0
2014-03-01Wichita_St,0.4,0.36,1.0,1.0,4.0
2014-03-01Wm_&_Mary,0.2,0.08,0.0,1.0,-1.0
2014-03-01Wofford,0.8,0.08,1.0,-1.0,1.0
2014-03-01Wright_State,0.4,0.08,0.0,1.0,1.0
2014-03-01Wyoming,0.0,0.04,1.0,-1.0,-3.0
2014-03-01Xavier,-0.2,0.2,1.0,1.0,1.0
2014-03-01Yale,0.2,0.12,0.0,1.0,-2.0
2014-03-01Youngs_St,-0.2,-0.16,1.0,-1.0,2.0
2014-03-02Arizona,-0.2,0.04,1.0,1.0,3.0
2014-03-02Canisius,0.4,0.12,0.0,1.0,2.0
2014-03-02Charlotte,-0.6,-0.08,1.0,1.0,-6.0
2014-03-02Clemson,-0.2,0.04,1.0,1.0,-1.0
2014-03-02DePaul,-0.2,-0.16,0.0,1.0,2.0
2014-03-02E_Carolina,0.2,0.08,0.0,1.0,4.0
2014-03-02Fla_Atlantic,-0.2,-0.08,1.0,-1.0,-4.0
2014-03-02Florida_Intl,0.0,0.04,1.0,1.0,1.0
2014-03-02Florida_St,-0.4,-0.04,1.0,-1.0,1.0
2014-03-02GA_Tech,0.2,-0.04,0.0,1.0,1.0
2014-03-02Geo_Mason,0.2,-0.04,0.0,1.0,2.0
2014-03-02Geo_Wshgtn,0.4,0.08,1.0,-1.0,2.0
2014-03-02Indiana,0.0,-0.08,1.0,1.0,2.0
2014-03-02Iona,0.4,0.0,1.0,1.0,2.0
2014-03-02Iowa,-0.2,0.28,1.0,-1.0,-3.0
2014-03-02LA_Lafayette,0.0,-0.08,1.0,1.0,3.0
2014-03-02LA_Tech,0.0,0.16,0.0,1.0,1.0
2014-03-02Manhattan,0.0,0.2,1.0,-1.0,-2.0
2014-03-02Marist,0.0,0.0,1.0,1.0,-2.0
2014-03-02Marquette,-0.2,-0.12,0.0,-1.0,-3.0
2014-03-02Marshall,0.0,-0.36,1.0,-1.0,-1.0
2014-03-02Maryland,0.2,0.12,0.0,-1.0,5.0
2014-03-02Monmouth,-0.6,-0.05263157894736842,0.0,-1.0,1.0
2014-03-02Nevada,0.0,-0.04,1.0,-1.0,1.0
2014-03-02New_Mexico,0.6,0.16,0.0,1.0,-1.0
2014-03-02Niagara,0.0,-0.04,0.0,1.0,-1.0
2014-03-02North_Texas,0.0,-0.04,1.0,-1.0,3.0
2014-03-02Ohio_State,0.2,0.08,0.0,-1.0,-1.0
2014-03-02Old_Dominion,-0.4,-0.16,0.0,-1.0,2.0
2014-03-02Oregon_St,0.0,0.04,0.0,1.0,1.0
2014-03-02Penn_State,0.0,0.04,1.0,1.0,1.0
2014-03-02Purdue,-0.2,-0.16,0.0,1.0,1.0
2014-03-02Quinnipiac,0.2,-0.10526315789473684,0.0,-1.0,-2.0
2014-03-02Rider,-0.4,0.08,0.0,-1.0,-2.0
2014-03-02S_Alabama,-0.4,-0.2,0.0,-1.0,-1.0
2014-03-02S_Mississippi,0.2,0.08,0.0,1.0,-1.0
2014-03-02Siena,0.0,-0.04,1.0,1.0,3.0
2014-03-02St_Johns,0.6,-0.04,1.0,-1.0,-1.0
2014-03-02St_Peters,-0.2,-0.24,1.0,-1.0,-1.0
2014-03-02Stanford,0.4,0.08,0.0,-1.0,-1.0
2014-03-02TX-San_Ant,-0.4,-0.16,0.0,1.0,-3.0
2014-03-02TX_El_Paso,0.2,0.32,0.0,1.0,-2.0
2014-03-02Tulane,0.4,0.0,0.0,-1.0,2.0
2014-03-02Tulsa,0.8,0.32,1.0,-1.0,8.0
2014-03-02UAB,0.0,-0.16,1.0,-1.0,-1.0
2014-03-02UCLA,0.4,0.08,1.0,-1.0,-2.0
2014-03-02Villanova,0.2,0.36,1.0,1.0,1.0
2014-03-02Wisconsin,-0.2,-0.04,0.0,-1.0,2.0
2014-03-03Colgate,0.2,0.2727272727272727,1.0,-1.0,-1.0
2014-03-03Kansas_St,0.0,0.12,0.0,-1.0,2.0
2014-03-03Lafayette,0.0,0.06666666666666667,0.0,1.0,-3.0
2014-03-03Loyola-MD,-0.2,0.0,1.0,-1.0,-1.0
2014-03-03Montana,0.0,0.0,1.0,-1.0,1.0
2014-03-03Montana_St,-0.4,-0.12,0.0,1.0,-2.0
2014-03-03NC_Central,0.0,0.07692307692307693,1.0,-1.0,-5.0
2014-03-03NC_State,0.2,0.0,0.0,1.0,-1.0
2014-03-03N_Carolina,0.6,0.2,1.0,-1.0,-2.0
2014-03-03Navy,-0.5,-0.5,0.0,1.0,1.0
2014-03-03Notre_Dame,-0.6,-0.24,0.0,1.0,-4.0
2014-03-03Oklahoma_St,-0.4,-0.08,1.0,1.0,3.0
2014-03-03Pittsburgh,-0.4,-0.16,1.0,-1.0,1.0
2014-03-03Savannah_St,-0.4,-0.5,0.0,1.0,-1.0
2014-03-03Seton_Hall,0.0,0.0,1.0,1.0,-2.0
2014-03-03Xavier,-0.2,0.24,0.0,-1.0,2.0
2014-03-04Akron,-0.4,-0.16,1.0,1.0,1.0
2014-03-04Alabama,0.2,-0.04,0.0,1.0,1.0
2014-03-04Arizona_St,0.0,0.16,0.0,1.0,2.0
2014-03-04Arkansas_St,0.2,-0.08,1.0,-1.0,-2.0
2014-03-04Ball_State,0.0,0.0,0.0,-1.0,1.0
2014-03-04Baylor,0.2,0.04,1.0,1.0,1.0
2014-03-04Boston_Col,0.0,-0.08,1.0,-1.0,1.0
2014-03-04Bowling_Grn,0.0,0.04,1.0,-1.0,-1.0
2014-03-04Buffalo,0.6,0.16,0.0,-1.0,4.0
2014-03-04Central_FL,-0.6,-0.2,0.0,-1.0,-3.0
2014-03-04Central_Mich,-0.2,-0.16,1.0,1.0,-3.0
2014-03-04Clemson,-0.2,0.08,1.0,-1.0,1.0
2014-03-04Creighton,-0.2,0.0,0.0,-1.0,-2.0
2014-03-04Detroit,0.2,-0.04,0.0,-1.0,-2.0
2014-03-04E_Michigan,0.2,0.12,1.0,1.0,-1.0
2014-03-04E_Tenn_St,-0.2,-0.16666666666666666,1.0,-1.0,-3.0
2014-03-04Fla_Gulf_Cst,0.8,0.6842105263157895,1.0,1.0,3.0
2014-03-04Florida,-0.2,0.0,0.0,1.0,1.0
2014-03-04Florida_St,-0.4,-0.04,0.0,1.0,1.0
2014-03-04GA_Tech,0.2,-0.04,0.0,1.0,1.0
2014-03-04Georgetown,0.4,0.12,1.0,1.0,2.0
2014-03-04Georgia_St,0.2,0.0,0.0,1.0,2.0
2014-03-04Houston,0.2,0.2,1.0,1.0,5.0
2014-03-04IL-Chicago,0.0,0.0,0.0,1.0,-1.0
2014-03-04Illinois,0.0,-0.12,1.0,-1.0,3.0
2014-03-04Iowa_State,-0.4,0.08,0.0,-1.0,-1.0
2014-03-04Jacksonville,0.0,0.125,0.0,-1.0,-1.0
2014-03-04Kent_State,-0.4,0.04,1.0,-1.0,1.0
2014-03-04Kentucky,-0.2,-0.16,1.0,-1.0,-3.0
2014-03-04Lipscomb,0.25,0.25,0.0,1.0,-1.0
2014-03-04Marquette,-0.2,-0.12,0.0,1.0,-4.0
2014-03-04Maryland,0.2,0.08,1.0,1.0,-1.0
2014-03-04Mercer,-0.4,0.125,1.0,1.0,-3.0
2014-03-04Miami_(FL),0.2,0.08,0.0,1.0,1.0
2014-03-04Miami_(OH),-0.2,0.04,0.0,1.0,-1.0
2014-03-04Michigan,0.0,0.04,0.0,1.0,1.0
2014-03-04N_Colorado,-0.6,-0.12,0.0,1.0,-3.0
2014-03-04N_Florida,0.2,0.15789473684210525,0.0,1.0,-1.0
2014-03-04N_Illinois,0.6,0.12,0.0,1.0,5.0
2014-03-04North_Dakota,0.0,0.0,1.0,-1.0,-1.0
2014-03-04Oakland,-0.4,-0.2,1.0,-1.0,1.0
2014-03-04Ohio,-0.4,-0.12,0.0,1.0,-2.0
2014-03-04Oregon,0.4,0.04,1.0,-1.0,3.0
2014-03-04Providence,0.2,0.04,1.0,-1.0,4.0
2014-03-04SC_Upstate,0.2,0.17647058823529413,1.0,-1.0,3.0
2014-03-04S_Carolina,0.0,-0.12,1.0,-1.0,1.0
2014-03-04S_Florida,0.0,-0.2,0.0,-1.0,2.0
2014-03-04Stetson,0.0,-0.06666666666666667,0.0,-1.0,-4.0
2014-03-04Syracuse,-0.2,0.04,1.0,-1.0,-4.0
2014-03-04Temple,-0.2,-0.04,1.0,1.0,-1.0
2014-03-04Toledo,-0.4,0.04,0.0,-1.0,1.0
2014-03-04VA_Tech,0.0,-0.12,0.0,-1.0,2.0
2014-03-04Valparaiso,-0.4,0.08,1.0,-1.0,-4.0
2014-03-04WI-Milwkee,0.0,0.0,1.0,1.0,1.0
2014-03-04W_Michigan,0.4,0.04,1.0,-1.0,-1.0
2014-03-04Youngs_St,-0.4,-0.2,0.0,1.0,-1.0
2014-03-05Air_Force,-0.2,0.12,0.0,-1.0,-1.0
2014-03-05American,0.0,-0.16666666666666666,1.0,1.0,1.0
2014-03-05Arizona,0.0,0.08,0.0,-1.0,4.0
2014-03-05Arkansas,0.0,0.04,1.0,1.0,2.0
2014-03-05Army,0.0,-0.16666666666666666,0.0,1.0,2.0
2014-03-05Auburn,0.2,-0.08,1.0,-1.0,-1.0
2014-03-05Boise_State,-0.4,-0.04,1.0,-1.0,1.0
2014-03-05Boston_U,0.0,0.21052631578947367,1.0,1.0,-1.0
2014-03-05Bryant,0.0,-0.07692307692307693,1.0,-1.0,-1.0
2014-03-05Bucknell,-0.2,-0.15384615384615385,1.0,-1.0,1.0
2014-03-05California,-0.6,-0.04,1.0,-1.0,-4.0
2014-03-05Campbell,-0.4,-0.23076923076923078,1.0,-1.0,1.0
2014-03-05Central_Conn,-0.14285714285714285,-0.14285714285714285,0.0,-1.0,1.0
2014-03-05Charl_South,-0.4,-0.14285714285714285,0.0,1.0,1.0
2014-03-05Colgate,0.2,0.16666666666666666,0.0,-1.0,-2.0
2014-03-05Colorado,0.0,0.04,0.0,1.0,-2.0
2014-03-05Colorado_St,-0.2,-0.16,1.0,-1.0,-1.0
2014-03-05Connecticut,0.4,0.16,1.0,-1.0,1.0
2014-03-05Dayton,0.0,0.08,0.0,1.0,1.0
2014-03-05Duke,0.4,0.12,0.0,-1.0,-2.0
2014-03-05Duquesne,0.4,-0.2,1.0,1.0,4.0
2014-03-05E_Illinois,0.0,-0.2,0.0,-1.0,1.0
2014-03-05Fordham,-0.2,0.0,0.0,-1.0,1.0
2014-03-05Gard-Webb,0.6,0.3,1.0,1.0,3.0
2014-03-05Geo_Wshgtn,0.2,0.08,1.0,1.0,-1.0
2014-03-05Georgia,0.0,0.16,1.0,1.0,-1.0
2014-03-05Holy_Cross,0.0,0.16666666666666666,1.0,-1.0,1.0
2014-03-05Indiana,0.2,-0.08,1.0,-1.0,3.0
2014-03-05Kansas,0.0,0.12,1.0,1.0,-2.0
2014-03-05Lafayette,0.2,0.125,0.0,-1.0,1.0
2014-03-05Lehigh,0.0,0.46153846153846156,0.0,1.0,2.0
2014-03-05Liberty,0.2,-0.3333333333333333,0.0,-1.0,6.0
2014-03-05Louisville,0.0,0.12,0.0,1.0,-3.0
2014-03-05Miss_State,0.2,-0.08,0.0,-1.0,-1.0
2014-03-05Mississippi,-0.2,0.0,0.0,-1.0,-1.0
2014-03-05Missouri,-0.2,-0.08,1.0,-1.0,1.0
2014-03-05Mt_St_Marys,-0.25,-0.25,1.0,-1.0,1.0
2014-03-05Nebraska,0.4,0.16,0.0,1.0,-2.0
2014-03-05Nevada,-0.2,-0.04,0.0,1.0,-1.0
2014-03-05New_Mexico,0.6,0.2,1.0,1.0,1.0
2014-03-05Oklahoma,0.6,0.24,1.0,1.0,4.0
2014-03-05Oregon_St,0.0,0.04,1.0,1.0,2.0
2014-03-05Presbyterian,-0.4,-0.14285714285714285,0.0,1.0,1.0
2014-03-05Purdue,0.0,-0.12,0.0,1.0,2.0
2014-03-05Radford,-0.4,-0.5,1.0,-1.0,2.0
2014-03-05Rhode_Island,0.2,0.12,1.0,1.0,4.0
2014-03-05Rutgers,-0.2,-0.08,0.0,1.0,-1.0
2014-03-05SE_Missouri,-0.2,-0.12,1.0,1.0,1.0
2014-03-05SIU_Edward,0.2,0.04,0.0,-1.0,-3.0
2014-03-05S_Methodist,0.4,0.12,1.0,-1.0,2.0
2014-03-05Saint_Louis,-0.6,0.12,1.0,-1.0,-6.0
2014-03-05San_Diego_St,0.2,0.08,0.0,1.0,2.0
2014-03-05San_Jose_St,-0.8,-0.24,0.0,1.0,-2.0
2014-03-05St_Fran_(NY),-0.14285714285714285,-0.14285714285714285,0.0,1.0,1.0
2014-03-05St_Fran_(PA),-1.0,-1.0,0.0,1.0,-2.0
2014-03-05St_Josephs,0.4,0.0,0.0,-1.0,3.0
2014-03-05Stanford,0.4,0.08,1.0,-1.0,-2.0
2014-03-05TN_Tech,0.4,-0.04,1.0,1.0,4.0
2014-03-05TX_Christian,0.0,-0.24,0.0,1.0,-2.0
2014-03-05Tennessee,0.0,0.12,0.0,1.0,1.0
2014-03-05Texas,0.0,0.04,1.0,-1.0,-1.0
2014-03-05Texas_A&M,0.2,0.0,0.0,1.0,1.0
2014-03-05Texas_Tech,0.0,0.0,0.0,-1.0,-3.0
2014-03-05UNLV,0.2,0.0,1.0,-1.0,3.0
2014-03-05U_Mass,0.0,0.08,0.0,-1.0,-2.0
2014-03-05Utah,0.2,0.4,0.0,1.0,2.0
2014-03-05Utah_State,0.0,0.04,1.0,1.0,2.0
2014-03-05W_Virginia,0.2,-0.16,0.0,-1.0,1.0
2014-03-05Wagner,0.0,0.2857142857142857,1.0,1.0,1.0
2014-03-05Wake_Forest,-0.6,-0.04,1.0,1.0,-1.0
2014-03-05Winthrop,0.2,-0.047619047619047616,1.0,1.0,4.0
2014-03-05Wisconsin,-0.2,-0.04,1.0,-1.0,-1.0
2014-03-05Wyoming,0.0,0.0,0.0,-1.0,-4.0
2014-03-06Arkansas_St,0.0,-0.08,1.0,-1.0,-3.0
2014-03-06Bradley,0.0,-0.24,1.0,-1.0,1.0
2014-03-06Butler,-0.4,0.0,0.0,1.0,-3.0
2014-03-06CS_Fullerton,0.0,-0.16,1.0,-1.0,1.0
2014-03-06Cal_St_Nrdge,0.0,-0.08,1.0,1.0,4.0
2014-03-06Charlotte,-0.4,-0.04,0.0,1.0,1.0
2014-03-06Cincinnati,-0.2,-0.16,1.0,1.0,-1.0
2014-03-06DePaul,0.0,-0.16,1.0,-1.0,3.0
2014-03-06Drake,-0.2,-0.04,1.0,-1.0,-3.0
2014-03-06E_Carolina,0.4,0.08,0.0,-1.0,5.0
2014-03-06E_Kentucky,0.0,0.04,1.0,1.0,-2.0
2014-03-06E_Tenn_St,-0.2,-0.2,0.0,1.0,-4.0
2014-03-06E_Washingtn,0.6,-0.04,1.0,1.0,2.0
2014-03-06Evansville,0.0,0.08,0.0,1.0,2.0
2014-03-06Fairfield,0.2,-0.08,0.0,1.0,2.0
2014-03-06Fla_Atlantic,-0.2,-0.08,1.0,-1.0,-5.0
2014-03-06Fla_Gulf_Cst,0.8,0.7,1.0,-1.0,4.0
2014-03-06Florida_Intl,0.0,0.08,0.0,1.0,2.0
2014-03-06Geo_Mason,0.2,-0.04,0.0,1.0,3.0
2014-03-06Hawaii,0.0,0.04,0.0,-1.0,1.0
2014-03-06Idaho_State,0.2,0.04,0.0,-1.0,1.0
2014-03-06Iowa,-0.2,0.24,0.0,-1.0,-4.0
2014-03-06LA_Lafayette,0.2,-0.04,0.0,-1.0,4.0
2014-03-06LA_Monroe,-0.2,-0.08,0.0,1.0,-1.0
2014-03-06LA_Tech,0.0,0.16,0.0,1.0,2.0
2014-03-06LSU,-0.2,-0.04,0.0,1.0,-1.0
2014-03-06La_Salle,-0.6,-0.24,1.0,-1.0,-1.0
2014-03-06Lg_Beach_St,0.4,-0.04,0.0,-1.0,-2.0
2014-03-06Loyola-Chi,-0.4,-0.16,0.0,1.0,-6.0
2014-03-06Loyola_Mymt,-0.4,-0.16,0.0,1.0,2.0
2014-03-06Marist,0.2,0.0,1.0,-1.0,1.0
2014-03-06Marshall,-0.2,-0.36,1.0,-1.0,-2.0
2014-03-06Memphis,0.0,0.12,0.0,-1.0,1.0
2014-03-06Mercer,-0.2,0.15151515151515152,1.0,-1.0,1.0
2014-03-06Michigan_St,0.0,0.12,1.0,1.0,-2.0
2014-03-06Middle_Tenn,0.2,0.0,0.0,-1.0,1.0
2014-03-06Monmouth,-0.6,-0.07692307692307693,0.0,-1.0,-1.0
2014-03-06Montana,-0.2,-0.04,0.0,1.0,-1.0
2014-03-06Montana_St,-0.2,-0.12,0.0,-1.0,1.0
2014-03-06Morehead_St,-0.4,-0.24,1.0,1.0,-4.0
2014-03-06N_Arizona,-0.4,-0.12,1.0,1.0,2.0
2014-03-06Niagara,0.0,0.0,0.0,1.0,1.0
2014-03-06North_Dakota,0.0,0.0,0.0,-1.0,-1.0
2014-03-06North_Texas,-0.2,-0.08,1.0,-1.0,-1.0
2014-03-06Northwestern,-0.2,-0.2,1.0,-1.0,1.0
2014-03-06Old_Dominion,-0.4,-0.16,1.0,1.0,-1.0
2014-03-06Pacific,0.0,0.08,1.0,-1.0,-2.0
2014-03-06Penn_State,0.0,0.08,0.0,1.0,2.0
2014-03-06Portland,0.4,0.04,1.0,-1.0,2.0
2014-03-06Portland_St,0.2,-0.08,1.0,1.0,1.0
2014-03-06Rice,0.0,-0.08,1.0,-1.0,-1.0
2014-03-06Richmond,0.0,-0.12,1.0,-1.0,-2.0
2014-03-06Rider,-0.4,0.04,1.0,1.0,-3.0
2014-03-06SC_Upstate,0.2,0.1111111111111111,0.0,1.0,-1.0
2014-03-06SE_Missouri,0.0,-0.12,0.0,-1.0,2.0
2014-03-06S_Alabama,-0.4,-0.24,1.0,1.0,-2.0
2014-03-06S_Mississippi,0.2,0.12,0.0,1.0,1.0
2014-03-06S_Utah,-0.2,-0.08,1.0,1.0,-1.0
2014-03-06Sac_State,0.4,-0.12,1.0,-1.0,-2.0
2014-03-06Santa_Clara,0.0,-0.12,0.0,1.0,1.0
2014-03-06St_Peters,-0.2,-0.24,1.0,-1.0,-2.0
2014-03-06TN_Tech,0.6,0.0,0.0,-1.0,5.0
2014-03-06TX-Arlington,0.4,0.08,0.0,1.0,1.0
2014-03-06TX-San_Ant,-0.2,-0.16,1.0,-1.0,1.0
2014-03-06TX_El_Paso,0.2,0.36,0.0,1.0,1.0
2014-03-06Texas_State,0.2,-0.08,0.0,-1.0,-1.0
2014-03-06Troy,0.0,0.16,1.0,-1.0,1.0
2014-03-06Tulane,0.2,0.0,1.0,-1.0,-1.0
2014-03-06Tulsa,0.6,0.28,0.0,1.0,-1.0
2014-03-06UAB,-0.2,-0.16,1.0,1.0,-2.0
2014-03-06UCLA,0.2,0.08,0.0,1.0,-3.0
2014-03-06UCSB,0.0,0.04,1.0,1.0,1.0
2014-03-06UC_Davis,0.2,-0.2,0.0,-1.0,-1.0
2014-03-06UC_Irvine,-0.2,-0.04,0.0,1.0,-1.0
2014-03-06UC_Riverside,0.2,-0.04,1.0,1.0,-1.0
2014-03-06USC,-0.4,-0.24,0.0,1.0,-2.0
2014-03-06VCU,0.4,-0.08,0.0,1.0,2.0
2014-03-06Vanderbilt,0.2,0.2,1.0,-1.0,-1.0
2014-03-06Villanova,0.2,0.36,0.0,1.0,2.0
2014-03-06W_Kentucky,-0.6,-0.16,1.0,1.0,-2.0
2014-03-06Wash_State,-0.4,-0.08,1.0,-1.0,-4.0
2014-03-06Washington,0.4,0.04,1.0,-1.0,3.0
2014-03-06Weber_State,0.2,0.08,0.0,-1.0,-1.0
2014-03-06Xavier,-0.2,0.24,1.0,-1.0,-1.0
2014-03-07Akron,-0.4,-0.16,1.0,-1.0,2.0
2014-03-07App_State,-0.4,0.0,0.0,-1.0,-1.0
2014-03-07Belmont,0.2,-0.04,1.0,1.0,3.0
2014-03-07Brown,0.4,0.04,1.0,-1.0,2.0
2014-03-07Central_FL,-0.6,-0.2,1.0,1.0,-4.0
2014-03-07Central_Mich,0.0,-0.12,1.0,-1.0,1.0
2014-03-07Charl_South,-0.2,-0.06666666666666667,0.0,-1.0,2.0
2014-03-07Citadel,0.0,0.0,0.0,1.0,2.0
2014-03-07Coastal_Car,-0.4,-0.18181818181818182,1.0,1.0,-1.0
2014-03-07Columbia,0.0,-0.04,1.0,1.0,-1.0
2014-03-07Cornell,0.0,0.04,1.0,-1.0,-1.0
2014-03-07Dartmouth,-0.4,-0.08,0.0,1.0,-2.0
2014-03-07E_Kentucky,0.0,0.08,0.0,1.0,1.0
2014-03-07Evansville,0.2,0.12,0.0,-1.0,3.0
2014-03-07Furman,-0.2,-0.28,0.0,-1.0,-2.0
2014-03-07GA_Southern,0.0,-0.08,1.0,1.0,-1.0
2014-03-07Gard-Webb,0.6,0.3333333333333333,0.0,-1.0,4.0
2014-03-07Harvard,0.2,0.12,0.0,1.0,5.0
2014-03-07High_Point,-0.8,-0.4666666666666667,1.0,-1.0,-9.0
2014-03-07Hofstra,0.0,0.12,1.0,1.0,2.0
2014-03-07Houston,0.2,0.2,0.0,-1.0,6.0
2014-03-07Illinois_St,0.0,-0.2,0.0,-1.0,2.0
2014-03-07Indiana_St,-0.6,-0.12,1.0,1.0,-5.0
2014-03-07Kent_State,-0.4,0.0,0.0,1.0,-1.0
2014-03-07Loyola-Chi,-0.4,-0.16,0.0,-1.0,1.0
